1.149798	0.010931
1.150075	0.01093
1.150076	0.012051
1.150353	0.012051
1.150354	0.013172
1.150631	0.013171
1.150632	0.014292
1.150632	0.015413
1.150909	0.015412
1.15091	0.016533
1.150911	0.017654
1.151188	0.017654
1.151189	0.018775
1.151466	0.018774
1.151466	0.019895
1.151744	0.019894
1.151744	0.021015
1.152021	0.021015
1.152299	0.021014
1.152299	0.022135
1.153689	0.028857
1.154246	0.03334
1.157032	0.059117
1.157033	0.060238
1.157311	0.06248
1.157312	0.063601
1.157589	0.0636
1.15759	0.064721
1.15759	0.065842
1.157869	0.069204
1.15787	0.070325
1.157872	0.073689
1.157872	0.07481
1.15815	0.074809
1.158151	0.077051
1.158151	0.078172
1.15871	0.084897
1.158716	0.096108
1.158991	0.092744
1.158993	0.096107
1.15927	0.096106
1.159271	0.097227
1.159548	0.097227
1.159549	0.098348
1.159826	0.098347
1.159826	0.099468
1.160395	0.125251
1.160396	0.126372
1.160398	0.130856
1.161523	0.15888
1.161523	0.160001
1.161524	0.161122
1.161803	0.164485
1.162091	0.183542
1.162092	0.185784
1.162093	0.186906
1.162099	0.198116
1.162375	0.196994
1.162377	0.199237
1.162654	0.199236
1.162656	0.202599
1.162657	0.205962
1.162658	0.207083
1.162659	0.208204
1.162931	0.199235
1.162932	0.200356
1.162932	0.201477
1.162942	0.218293
1.162942	0.219414
1.163226	0.230624
1.163227	0.233988
1.163229	0.23623
1.163229	0.237351
1.163518	0.258651
1.16352	0.262014
1.163521	0.264256
1.163522	0.265377
1.163805	0.276587
1.163807	0.278829
1.163807	0.27995
1.163808	0.281071
1.164085	0.28107
1.164092	0.293402
1.164096	0.300129
1.164097	0.302371
1.164374	0.30237
1.164651	0.302369
1.164652	0.30349
1.164671	0.337123
1.164673	0.341607
1.164674	0.343849
1.164675	0.34497
1.164676	0.346091
1.16495	0.341606
1.164958	0.35618
1.164961	0.360664
1.164961	0.361785
1.165239	0.361785
1.165244	0.371874
1.165247	0.37748
1.165249	0.379722
1.165249	0.380843
1.16525	0.381964
1.165262	0.404386
1.165536	0.397658
1.165541	0.406627
1.165543	0.411111
1.165544	0.413353
1.165545	0.414474
1.165549	0.422322
1.165827	0.422321
1.165833	0.434653
1.165837	0.440258
1.165838	0.443622
1.165839	0.444743
1.16584	0.445864
1.166127	0.4638
1.166131	0.470527
1.166131	0.471648
1.166132	0.472769
1.166409	0.472768
1.166415	0.483979
1.166418	0.489584
1.16642	0.492947
1.166697	0.492946
1.166704	0.504157
1.166706	0.508641
1.166983	0.508641
1.166998	0.535547
1.167004	0.545636
1.167004	0.546757
1.167282	0.546756
1.16729	0.56133
1.167293	0.566936
1.167293	0.568057
1.167571	0.568056
1.167577	0.580388
1.167581	0.587114
1.167582	0.588236
1.167582	0.589357
1.16786	0.589356
1.167873	0.612898
1.167879	0.624109
1.16788	0.62523
1.168157	0.625229
1.168163	0.63644
1.168165	0.639803
1.168165	0.640924
1.168443	0.640924
1.168449	0.653256
1.168453	0.658861
1.168453	0.659982
1.168454	0.661103
1.168731	0.661102
1.168738	0.673434
1.16874	0.677918
1.168741	0.679039
1.169018	0.679039
1.169026	0.693613
1.169029	0.698097
1.169306	0.698096
1.16931	0.704823
1.16931	0.705944
1.169311	0.707065
1.169588	0.707064
1.169599	0.726122
1.169604	0.735091
1.169881	0.73509
1.169886	0.744059
1.169888	0.748543
1.170166	0.748542
1.170171	0.758632
1.170172	0.760874
1.17045	0.760873
1.170454	0.768721
1.170456	0.772084
1.170456	0.773205
1.170734	0.773204
1.170739	0.782173
1.17074	0.785536
1.170741	0.786657
1.171018	0.786656
1.171023	0.795625
1.171024	0.797867
1.171302	0.797866
1.171307	0.806835
1.171309	0.811319
1.17131	0.81244
1.17131	0.813561
1.171588	0.813561
1.171589	0.816924
1.171591	0.819166
1.171868	0.819165
1.171872	0.825892
1.171872	0.827013
1.172149	0.827012
1.172153	0.832617
1.172153	0.833738
1.172154	0.834859
1.172431	0.834859
1.172432	0.837101
1.172433	0.838222
1.17271	0.838221
1.172711	0.839342
1.172711	0.840463
1.172988	0.840463
1.17299	0.842705
1.17299	0.843826
1.173268	0.843825
1.173268	0.844946
1.173545	0.844945
1.173546	0.846066
1.173823	0.846066
1.1741	0.846065
1.174378	0.846064
1.174654	0.844942
1.174931	0.84382
1.175207	0.842698
1.175208	0.84382
1.175483	0.840456
1.175759	0.838213
1.176036	0.837091
1.176036	0.838212
1.176311	0.833727
1.176312	0.834848
1.176588	0.832605
1.176864	0.830362
1.17714	0.82924
1.177416	0.826997
1.177693	0.826996
1.177969	0.823632
1.178246	0.823632
1.178523	0.82251
1.178799	0.821388
1.179076	0.820266
1.179352	0.818023
1.179629	0.818022
1.179905	0.816901
1.180183	0.8169
1.18046	0.816899
1.180737	0.816898
1.181014	0.816897
1.181015	0.818018
1.181292	0.818018
1.181293	0.819139
1.18157	0.819138
1.18157	0.820259
1.181848	0.820258
1.181848	0.821379
1.182126	0.821379
1.182126	0.8225
1.182403	0.822499
1.182681	0.822498
1.182681	0.823619
1.182958	0.823618
1.182959	0.82474
1.183236	0.824739
1.183237	0.82586
1.183237	0.826981
1.183515	0.82698
1.183515	0.828101
1.183516	0.829222
1.183793	0.829221
1.183794	0.830342
1.184071	0.830342
1.184071	0.831463
1.184349	0.831462
1.184349	0.832583
1.184627	0.832582
1.184627	0.833703
1.184628	0.834824
1.184905	0.834824
1.184906	0.835945
1.185183	0.835944
1.185183	0.837065
1.185184	0.838186
1.185461	0.838185
1.185462	0.839306
1.185462	0.840427
1.18574	0.840427
1.18574	0.841548
1.185741	0.842669
1.186018	0.842668
1.186019	0.843789
1.186296	0.843788
1.186297	0.844909
1.186574	0.844909
1.186575	0.847151
1.186852	0.84715
1.186853	0.848271
1.186853	0.849392
1.187131	0.849391
1.187132	0.851634
1.187133	0.852755
1.18741	0.852754
1.18741	0.853875
1.187688	0.853874
1.187689	0.856116
1.187966	0.856116
1.187967	0.857237
1.188244	0.857236
1.188244	0.858357
1.188245	0.859478
1.188522	0.859477
1.188799	0.859476
1.1888	0.860597
1.189077	0.860597
1.189078	0.861718
1.189355	0.861717
1.189356	0.862838
1.189633	0.862837
1.189634	0.863958
1.189911	0.863958
1.190188	0.863957
1.190465	0.863956
1.190742	0.863955
1.19102	0.863954
1.19102	0.865076
1.191297	0.865075
1.191575	0.865074
1.191852	0.865073
1.191852	0.866194
1.19213	0.866194
1.192407	0.866193
1.192407	0.867314
1.192685	0.867313
1.192962	0.867312
1.192962	0.868433
1.19324	0.868433
1.193517	0.868432
1.193794	0.868431
1.194071	0.86843
1.194348	0.868429
1.194626	0.868429
1.194903	0.868428
1.195179	0.867306
